62.41.160.0/24
62.132.28.0/24
193.141.2.0/24
62.41.80.0/22
2001:680::/32
194.45.46.0/24
194.45.46.0/23
194.122.248.0/22
192.67.191.0/24
134.222.0.0/16
62.132.132.0/23
62.41.56.0/21
212.165.80.0/20
83.138.64.0/20
194.122.240.0/21
62.132.0.0/22
62.41.16.0/21
193.141.40.0/22
62.132.116.0/23
212.50.45.0/24
78.40.64.0/24
62.132.114.0/23
194.123.7.0/24
62.132.24.0/23
194.45.12.0/23
62.41.64.0/20
92.71.0.0/17
194.120.43.0/24
212.50.42.0/24
194.122.252.0/23
194.122.224.0/20
62.41.24.0/22
193.17.186.0/24
194.120.0.0/24
212.189.102.0/24
193.141.0.0/23
194.122.80.0/21
194.221.186.0/24
62.132.42.0/23
62.41.84.0/23
194.121.203.0/24
41.207.108.0/24
41.207.107.0/24
62.41.0.0/20
194.121.104.0/23
78.40.65.0/24
194.151.203.0/24
194.122.76.0/22
195.27.237.0/24
194.123.164.0/24
195.234.152.0/24
192.129.32.0/23
212.165.112.0/20
193.27.0.0/24
194.123.122.0/24
194.121.123.0/24
2a01:4da0::/48
193.242.80.0/20
83.138.80.0/21
193.17.185.0/24
192.67.196.0/24
145.111.0.0/16
192.16.200.0/24
192.12.54.0/24
145.192.0.0/13
192.150.94.0/24
2001::/32
145.220.0.0/16
145.102.4.0/23
192.42.116.0/22
145.217.0.0/16
145.200.0.0/13
2001:67c:6ec::/48
192.42.128.0/22
145.99.0.0/16
145.208.0.0/13
145.216.0.0/16
145.90.64.0/18
145.97.20.0/22
145.97.48.0/20
131.174.0.0/16
192.31.231.0/24
131.224.0.0/16
130.115.0.0/16
145.90.12.0/22
145.117.0.0/16
145.85.0.0/16
145.116.24.0/21
130.37.0.0/16
2001:610::/32
194.171.0.0/16
145.116.192.0/20
192.42.114.0/23
145.116.64.0/18
145.116.0.0/20
145.107.32.0/21
145.1.0.0/16
145.97.16.0/22
192.43.212.0/24
132.229.0.0/16
145.109.128.0/17
192.104.140.224/27
145.108.0.0/16
145.90.0.0/21
145.23.0.0/16
141.252.0.0/16
194.13.16.0/20
145.96.0.0/16
194.13.116.0/22
145.20.0.0/16
145.107.160.0/19
145.107.64.0/18
143.121.0.0/16
145.91.0.0/16
145.97.192.0/18
131.211.0.0/16
134.221.0.0/16
192.87.0.0/16
145.128.0.0/10
192.88.99.0/24
145.38.0.0/15
130.112.0.0/16
137.56.0.0/16
145.1.128.0/18
145.33.0.0/16
145.90.32.0/19
2001:67c:262c::/48
145.28.0.0/15
145.44.0.0/16
145.107.40.0/21
145.37.0.0/16
156.83.0.0/16
145.118.0.0/16
129.125.0.0/16
145.81.0.0/16
145.107.8.0/21
145.76.0.0/16
145.9.0.0/16
145.90.16.0/20
194.26.8.0/22
145.74.0.0/15
145.95.0.0/16
145.88.0.0/15
193.176.235.0/24
194.53.92.0/24
145.100.0.0/15
195.169.0.0/16
145.51.0.0/16
145.97.64.0/18
145.116.128.0/18
145.107.192.0/19
192.33.36.0/24
145.2.0.0/15
192.42.120.0/21
145.107.48.0/21
145.107.224.0/19
2002::/16
145.0.0.0/16
145.92.0.0/15
145.107.16.0/20
145.19.0.0/16
145.107.0.0/22
145.97.24.0/21
145.48.0.0/15
145.107.128.0/19
192.16.188.0/23
145.124.0.0/15
145.102.0.0/16
194.104.224.0/19
145.116.16.0/21
136.231.0.0/16
145.116.224.0/19
145.120.0.0/14
192.42.113.0/24
139.63.0.0/16
145.97.128.0/18
194.26.12.0/22
137.120.0.0/16
192.104.140.0/24
145.52.0.0/16
137.224.0.0/16
145.103.0.0/16
145.98.0.0/16
194.104.124.0/23
145.24.0.0/16
192.16.194.0/24
192.16.199.0/24
192.16.195.0/24
192.16.186.0/24
145.107.4.0/22
145.110.0.0/16
192.16.185.0/24
192.16.192.0/24
146.50.0.0/16
145.18.0.0/16
145.109.0.0/17
85.90.70.0/24
37.60.194.0/24
37.60.198.0/24
2001:4d60::/32
194.13.72.0/21
85.90.75.0/24
85.90.64.0/19
185.33.68.0/22
37.60.192.0/21
193.26.9.0/24
130.161.0.0/16
131.180.0.0/16
145.94.0.0/16
2001:67c:2c::/48
145.120.16.0/23
194.53.0.0/24
2001:67c:2564::/48
130.89.0.0/16
145.90.8.0/24
62.133.64.0/18
89.200.126.0/24
62.133.80.0/20
62.133.68.0/22
62.133.120.0/22
83.232.24.0/21
62.133.72.0/23
188.207.56.0/22
89.200.96.0/20
89.200.112.0/22
89.200.0.0/17
188.207.48.0/21
83.232.0.0/18
194.151.102.0/24
89.200.64.0/19
62.133.74.0/23
188.207.32.0/20
83.232.0.0/20
194.151.124.0/24
92.65.0.0/23
62.12.26.0/23
62.133.126.0/24
62.133.64.0/22
83.232.16.0/21
145.119.64.0/18
188.200.0.0/13
62.21.128.0/18
62.21.192.0/18
145.132.0.0/16
217.166.0.0/16
84.80.0.0/14
195.7.128.0/20
213.10.0.0/17
193.200.147.0/24
46.145.0.0/16
194.104.24.0/22
145.129.128.0/17
83.97.8.0/21
194.13.7.0/24
185.34.144.0/23
80.60.0.0/15
145.15.115.0/24
2a02:a407:fffc::/48
145.4.198.0/24
37.74.128.0/17
195.7.144.0/20
145.43.0.0/16
213.218.64.0/20
193.173.0.0/16
192.92.134.0/24
31.149.0.0/17
77.170.0.0/15
188.92.152.0/23
130.78.254.0/24
185.34.146.0/23
62.12.0.0/20
92.68.0.0/14
194.53.56.0/24
195.73.128.0/17
194.26.240.0/24
145.15.110.0/24
145.129.0.0/16
145.7.128.0/17
188.200.0.0/14
145.4.224.0/20
193.141.0.0/17
194.26.80.0/24
213.10.128.0/17
80.61.0.0/16
144.119.0.0/16
168.88.63.0/24
62.207.128.0/17
62.131.0.0/17
145.7.0.0/17
194.45.0.0/16
37.74.0.0/16
213.218.64.0/21
62.21.128.0/17
62.41.128.0/17
212.84.7.0/24
46.17.26.0/24
62.25.0.0/18
193.172.0.0/16
194.53.62.0/23
217.166.128.0/17
83.232.0.0/16
77.160.0.0/13
62.12.16.0/20
193.177.141.0/24
145.130.0.0/16
193.177.144.0/22
145.53.0.0/16
194.26.144.0/22
81.204.0.0/14
217.166.0.0/17
145.78.0.0/16
145.15.108.0/22
46.17.27.0/24
193.177.140.0/24
83.232.0.0/17
193.176.191.0/24
62.41.0.0/16
62.132.0.0/16
81.207.0.0/17
192.86.126.0/24
93.154.0.0/18
77.168.0.0/15
84.80.0.0/13
80.60.224.0/19
145.4.199.0/24
145.7.0.0/16
194.151.128.0/17
92.64.0.0/13
